No.,P1,P2,P3,P4,Duration
253_2,sil,b,iy,f,1568
253_3,b,iy,f,ao,1336
253_4,iy,f,ao,r,774
253_5,f,ao,r,dx,488
253_6,ao,r,dx,er,1173
253_7,r,dx,er,r,1170
253_8,dx,er,r,ay,2369
253_9,er,r,ay,v,681
253_10,r,ay,v,ih,788
253_11,ay,v,ih,ng,1050
253_12,v,ih,ng,n,457
253_13,ih,ng,n,ih,1024
253_14,ng,n,ih,s,1485
253_15,n,ih,s,f,1365
253_16,ih,s,f,ao,1336
253_17,s,f,ao,r,557
253_18,f,ao,r,m,847
253_19,ao,r,m,y,712
253_20,r,m,y,ix,493
253_21,m,y,ix,l,938
253_22,y,ix,l,ah,1773
253_23,ix,l,ah,pau,1174
253_24,l,ah,pau,w,1040
253_25,ah,pau,w,iy,1292
253_26,pau,w,iy,ix,508
253_27,w,iy,ix,kcl,520
253_28,iy,ix,kcl,s,1396
253_29,ix,kcl,s,pcl,655
253_30,kcl,s,pcl,p,475
253_31,s,pcl,p,l,501
253_32,pcl,p,l,ey,2115
253_33,p,l,ey,n,683
253_34,l,ey,n,hv,457
253_35,ey,n,hv,w,563
253_36,n,hv,w,ah,878
253_37,hv,w,ah,q,982
253_38,w,ah,q,w,750
253_39,ah,q,w,iy,795
253_40,q,w,iy,m,1058
253_41,w,iy,m,iy,1812
253_42,iy,m,iy,n,1124
253_43,m,iy,n,bcl,456
253_44,iy,n,bcl,b,262
253_45,n,bcl,b,ay,1554
253_46,bcl,b,ay,pcl,1264
253_47,b,ay,pcl,p,499
253_48,ay,pcl,p,r,660
253_49,pcl,p,r,aa,1418
253_50,p,r,aa,bcl,462
253_51,r,aa,bcl,l,1088
253_52,aa,bcl,l,em,987
253_53,bcl,l,em,z,988
253_54,l,em,z,ix,692
253_55,em,z,ix,v,744
253_56,z,ix,v,dh,662
253_57,ix,v,dh,ix,1120
253_58,v,dh,ix,s,1460
253_59,dh,ix,s,kcl,470
253_60,ix,s,kcl,k,1092
253_61,s,kcl,k,ay,2687
253_62,kcl,k,ay,n,793
253_63,k,ay,n,dcl,1758
253_64,ay,n,dcl,d,440
254_0,sil,sil,sil,w,390
254_1,sil,sil,w,iy,458
254_2,sil,w,iy,n,1044
254_3,w,iy,n,aw,2241
254_4,iy,n,aw,dcl,941
254_5,n,aw,dcl,jh,664
254_6,aw,dcl,jh,eh,786
254_7,dcl,jh,eh,nx,423
254_8,jh,eh,nx,er,1337
254_9,eh,nx,er,l,1211
254_10,nx,er,l,ay,2467
254_11,er,l,ay,z,1460
254_12,l,ay,z,dh,300
254_13,ay,z,dh,iy,1651
254_14,z,dh,iy,z,790
254_15,dh,iy,z,ay,1783
254_16,iy,z,ay,dcl,1078
254_17,z,ay,dcl,d,420
254_18,ay,dcl,d,iy,2208
254_19,dcl,d,iy,ix,1032
254_20,d,iy,ix,z,1474
254_21,iy,ix,z,f,1116
254_22,ix,z,f,axr,930
254_23,z,f,axr,dcl,887
254_24,f,axr,dcl,jh,827
254_25,axr,dcl,jh,eh,627
254_26,dcl,jh,eh,nx,334
254_27,jh,eh,nx,er,1379
254_28,eh,nx,er,ax,501
254_29,nx,er,ax,l,1006
254_30,er,ax,l,bcl,919
254_31,ax,l,bcl,b,317
254_32,l,bcl,b,ay,1184
254_33,bcl,b,ay,n,962
254_34,b,ay,n,ow,1548
254_35,ay,n,ow,m,1287
254_36,n,ow,m,iy,589
254_37,ow,m,iy,ix,679
254_38,m,iy,ix,l,665
254_39,iy,ix,l,ix,449
254_40,ix,l,ix,kcl,1200
254_41,l,ix,kcl,k,177
254_42,ix,kcl,k,s,1128
254_43,kcl,k,s,pcl,1015
254_44,k,s,pcl,p,577
254_45,s,pcl,p,er,1793
254_46,pcl,p,er,m,972
254_47,p,er,m,eh,1116
254_48,er,m,eh,n,417
254_49,m,eh,n,tcl,1625
254_50,eh,n,tcl,s,1910
255_0,sil,sil,sil,ix,680
255_1,sil,sil,ix,kcl,710
255_2,sil,ix,kcl,k,293
255_3,ix,kcl,k,s,1137
255_4,kcl,k,s,pcl,1244
255_5,k,s,pcl,p,229
255_6,s,pcl,p,er,1484
255_7,pcl,p,er,ih,1002
255_8,p,er,ih,m,1337
255_9,er,ih,m,ih,1204
255_10,ih,m,ih,n,720
255_11,m,ih,n,tcl,511
255_12,ih,n,tcl,w,725
255_13,n,tcl,w,ix,934
255_14,tcl,w,ix,th,930
255_15,w,ix,th,aw,2020
255_16,ix,th,aw,dx,400
255_17,th,aw,dx,ix,953
255_18,aw,dx,ix,f,1547
255_19,dx,ix,f,ih,876
255_20,ix,f,ih,kcl,854
255_21,f,ih,kcl,k,232
255_22,ih,kcl,k,s,1378
255_23,kcl,k,s,tcl,335
255_24,k,s,tcl,n,585
255_25,s,tcl,n,ah,1200
255_26,tcl,n,ah,m,1175
255_27,n,ah,m,bcl,439
255_28,ah,m,bcl,b,210
255_29,m,bcl,b,er,1279
255_30,bcl,b,er,ax,794
255_31,b,er,ax,v,883
255_32,er,ax,v,tcl,680
255_33,ax,v,tcl,t,959
255_34,v,tcl,t,r,1028
255_35,tcl,t,r,ay,2799
255_36,t,r,ay,l,1674
255_37,r,ay,l,z,2100
256_0,sil,sil,sil,t,890
256_1,sil,sil,t,ao,2420
256_2,sil,t,ao,s,1540
256_3,t,ao,s,ih,877
256_4,ao,s,ih,dcl,903
256_5,s,ih,dcl,d,255
256_6,ih,dcl,d,ay,3938
256_7,dcl,d,ay,ix,1327
256_8,d,ay,ix,n,1284
256_9,ay,ix,n,tcl,316
256_10,ix,n,tcl,t,990
256_11,n,tcl,t,ih,971
256_12,tcl,t,ih,l,1045
256_13,t,ih,l,ax,730
256_14,ih,l,ax,n,545
256_15,l,ax,n,q,347
256_16,ax,n,q,ey,2435
256_17,n,q,ey,s,1807
256_18,q,ey,s,ix,490
256_19,ey,s,ix,pcl,1170
256_20,s,ix,pcl,p,480
256_21,ix,pcl,p,ih,2022
256_22,pcl,p,ih,axr,2715
256_23,p,ih,axr,z,2403
257_0,sil,sil,sil,k,626
257_1,sil,sil,k,ah,753
257_2,sil,k,ah,n,871
257_3,k,ah,n,s,2230
257_4,ah,n,s,ih,801
257_5,n,s,ih,dcl,199
257_6,s,ih,dcl,d,480
257_7,ih,dcl,d,er,1494
257_8,dcl,d,er,kcl,1446
257_9,d,er,kcl,k,970
257_10,er,kcl,k,ah,1159
257_11,kcl,k,ah,pcl,1461
257_12,k,ah,pcl,p,230
257_13,ah,pcl,p,el,2027
257_14,pcl,p,el,z,1671
257_15,p,el,z,v,836
257_16,el,z,v,ih,1157
257_17,z,v,ih,z,1136
257_18,v,ih,z,ih,903
257_19,ih,z,ih,dcl,413
257_20,z,ih,dcl,d,204
257_21,ih,dcl,d,ih,1423
257_22,dcl,d,ih,ng,909
257_23,d,ih,ng,ix,327
257_24,ih,ng,ix,q,1262
257_25,ng,ix,q,eh,663
257_26,ix,q,eh,n,923
257_27,q,eh,n,ax,463
257_28,eh,n,ax,q,911
257_29,n,ax,q,aa,1800
257_30,ax,q,aa,r,875
257_31,q,aa,r,q,1092
257_32,aa,r,q,m,775
257_33,r,q,m,ux,2029
257_34,q,m,ux,z,1596
257_35,m,ux,z,iy,1739
257_36,ux,z,iy,ix,1204
257_37,z,iy,ix,m,1136
258_0,sil,sil,sil,ax,840
258_1,sil,sil,ax,gcl,960
258_2,sil,ax,gcl,g,234
258_3,ax,gcl,g,eh,2766
258_4,gcl,g,eh,n,1049
258_5,g,eh,n,dh,381
258_6,eh,n,dh,ax,789
258_7,n,dh,ax,q,1167
258_8,dh,ax,q,ae,2047
258_9,ax,q,ae,nx,527
258_10,q,ae,nx,el,800
258_11,ae,nx,el,tcl,1240
258_12,nx,el,tcl,t,660
258_13,el,tcl,t,ih,1460
258_14,tcl,t,ih,s,1440
258_15,t,ih,s,ix,600
258_16,ih,s,ix,dx,720
258_17,s,ix,dx,iy,1702
258_18,ix,dx,iy,ix,878
258_19,dx,iy,ix,v,1220
258_20,iy,ix,v,dh,340
258_21,ix,v,dh,ix,654
258_22,v,dh,ix,tcl,826
258_23,dh,ix,tcl,t,710
258_24,ix,tcl,t,ux,1639
258_25,tcl,t,ux,kcl,761
258_26,t,ux,kcl,k,800
258_27,ux,kcl,k,er,3410
258_28,kcl,k,er,v,754
258_29,k,er,v,z,854
258_30,er,v,z,gcl,812
258_31,v,z,gcl,g,390
258_32,z,gcl,g,ih,1033
258_33,gcl,g,ih,r,1295
258_34,g,ih,r,ih,669
258_35,ih,r,ih,n,453
258_36,r,ih,n,tcl,630
258_37,ih,n,tcl,t,890
258_38,n,tcl,t,iy,2600
258_39,tcl,t,iy,z,1748
258_40,t,iy,z,dh,832
258_41,iy,z,dh,ix,811
258_42,z,dh,ix,q,459
258_43,dh,ix,q,s,1530
258_44,ix,q,s,ah,1425
258_45,q,s,ah,tcl,485
258_46,s,ah,tcl,ch,936
258_47,ah,tcl,ch,ih,1601
258_48,tcl,ch,ih,nx,518
258_49,ch,ih,nx,axr,1079
258_50,ih,nx,axr,v,1286
258_51,nx,axr,v,el,1804
258_52,axr,v,el,z,1148
258_53,v,el,z,ax,1002
258_54,el,z,ax,gcl,968
258_55,z,ax,gcl,z,954
258_56,ax,gcl,z,ih,2756
258_57,gcl,z,ih,s,1505
258_58,z,ih,s,tcl,643
258_59,ih,s,tcl,t,430
259_0,sil,sil,sil,ey,1447
259_1,sil,sil,ey,y,878
259_2,sil,ey,y,ux,1044
259_3,ey,y,ux,nx,209
259_4,y,ux,nx,ix,799
259_5,ux,nx,ix,v,914
259_6,nx,ix,v,er,1587
259_7,ix,v,er,s,1452
259_8,v,er,s,q,1003
259_9,er,s,q,ih,1184
259_10,s,q,ih,z,981
259_11,q,ih,z,ey,1605
259_12,ih,z,ey,s,1921
259_13,z,ey,s,ey,2298
259_14,ey,s,ey,f,1152
259_15,s,ey,f,q,865
259_16,ey,f,q,ix,468
259_17,f,q,ix,n,512
259_18,q,ix,n,pcl,671
259_19,ix,n,pcl,p,720
259_20,n,pcl,p,er,1490
259_21,pcl,p,er,m,1182
259_22,p,er,m,ix,501
259_23,er,m,ix,nx,251
259_24,m,ix,nx,ix,668
259_25,ix,nx,ix,q,1505
259_26,nx,ix,q,hh,1063
259_27,ix,q,hh,ow,2480
259_28,q,hh,ow,m,787
260_0,sil,sil,sil,dh,280
260_1,sil,sil,dh,ih,1110
260_2,sil,dh,ih,s,1610
260_3,dh,ih,s,ix,440
260_4,ih,s,ix,kcl,540
260_5,s,ix,kcl,k,234
260_6,ix,kcl,k,s,763
260_7,kcl,k,s,pcl,1053
260_8,k,s,pcl,p,540
260_9,s,pcl,p,l,783
260_10,pcl,p,l,ey,1567
260_11,p,l,ey,n,664
260_12,l,ey,n,s,1962
260_13,ey,n,s,ah,1058
260_14,n,s,ah,m,676
260_15,s,ah,m,gcl,819
260_16,ah,m,gcl,g,337
260_17,m,gcl,g,r,746
260_18,gcl,g,r,ux,1378
260_19,g,r,ux,pcl,1400
260_20,r,ux,pcl,p,370
260_21,ux,pcl,p,eh,2684
260_22,pcl,p,eh,n,1026
260_23,p,eh,n,z,894
260_24,eh,n,z,ix,961
260_25,n,z,ix,n,1187
260_26,z,ix,n,pcl,658
260_27,ix,n,pcl,p,496
260_28,n,pcl,p,r,500
260_29,pcl,p,r,ax,436
260_30,p,r,ax,v,508
260_31,r,ax,v,ay,2624
260_32,ax,v,ay,dcl,386
260_33,v,ay,dcl,z,538
260_34,ay,dcl,z,ix,641
260_35,dcl,z,ix,dcl,359
260_36,z,ix,dcl,jh,860
260_37,ix,dcl,jh,ah,1519
260_38,dcl,jh,ah,s,1265
260_39,jh,ah,s,f,518
260_40,ah,s,f,kcl,1290
260_41,s,f,kcl,k,962
260_42,f,kcl,k,ey,1608
260_43,kcl,k,ey,sh,1808
260_44,k,ey,sh,en,288
260_45,ey,sh,en,ax,708
260_46,sh,en,ax,dh,910
260_47,en,ax,dh,axr,1661
260_48,ax,dh,axr,pcl,1225
260_49,dh,axr,pcl,p,1120
260_50,axr,pcl,p,r,570
260_51,pcl,p,r,ay,964
260_52,p,r,ay,m,853
260_53,r,ay,m,ax,947
260_54,ay,m,ax,s,2065
260_55,m,ax,s,iy,1469
261_0,sil,sil,sil,ih,707
261_1,sil,sil,ih,tcl,713
261_2,sil,ih,tcl,g,1086
261_3,ih,tcl,g,ih,1105
261_4,tcl,g,ih,v,733
261_5,g,ih,v,s,2183
261_6,ih,v,s,ow,1568
261_7,v,s,ow,sh,1572
261_8,s,ow,sh,el,960
261_9,ow,sh,el,gcl,990
261_10,sh,el,gcl,g,283
261_11,el,gcl,g,ay,2790
261_12,gcl,g,ay,q,473
261_13,g,ay,q,en,1424
261_14,ay,q,en,s,1565
261_15,q,en,s,ax,1160
261_16,en,s,ax,n,1076
261_17,s,ax,n,dcl,449
261_18,ax,n,dcl,d,270
261_19,n,dcl,d,er,1953
261_20,dcl,d,er,eh,1087
261_21,d,er,eh,kcl,550
261_22,er,eh,kcl,k,395
261_23,eh,kcl,k,sh,1225
261_24,kcl,k,sh,ix,711
261_25,k,sh,ix,n,394
261_26,sh,ix,n,ix,851
261_27,ix,n,ix,n,1081
261_28,n,ix,n,m,993
261_29,ix,n,m,ey,1653
261_30,n,m,ey,kcl,627
261_31,m,ey,kcl,k,232
261_32,ey,kcl,k,s,853
261_33,kcl,k,s,f,1135
261_34,k,s,f,axr,900
261_35,s,f,axr,pcl,1070
261_36,f,axr,pcl,p,1150
261_37,axr,pcl,p,r,527
261_38,pcl,p,r,ow,1573
261_39,p,r,ow,gcl,1050
261_40,r,ow,gcl,r,596
261_41,ow,gcl,r,ae,1417
261_42,gcl,r,ae,m,1097
261_43,r,ae,m,z,521
261_44,ae,m,z,ax,539
261_45,m,z,ax,v,656
261_46,z,ax,v,s,2058
261_47,ax,v,s,ow,1772
261_48,v,s,ow,sh,1544
261_49,s,ow,sh,el,1754
261_50,ow,sh,el,ae,2196
261_51,sh,el,ae,kcl,939
261_52,el,ae,kcl,sh,1385
261_53,ae,kcl,sh,en,926
262_0,sil,sil,sil,r,938
262_1,sil,sil,r,ih,501
262_2,sil,r,ih,l,585
262_3,r,ih,l,ih,1170
262_4,ih,l,ih,dcl,566
262_5,l,ih,dcl,jh,370
262_6,ih,dcl,jh,ih,990
262_7,dcl,jh,ih,n,736
262_8,jh,ih,n,f,1774
262_9,ih,n,f,ao,2500
262_10,n,f,ao,s,1210
262_11,f,ao,s,er,1260
262_12,ao,s,er,z,1560
262_13,s,er,z,gcl,530
262_14,er,z,gcl,g,500
262_15,z,gcl,g,r,603
262_16,gcl,g,r,ux,1170
262_17,g,r,ux,pcl,837
262_18,r,ux,pcl,p,883
262_19,ux,pcl,p,l,636
262_20,pcl,p,l,ay,2757
262_21,p,l,ay,f,1021
262_22,l,ay,f,q,499
262_23,ay,f,q,ix,653
262_24,f,q,ix,n,1489
262_25,q,ix,n,v,1017
262_26,ix,n,v,eh,961
262_27,n,v,eh,r,1755
262_28,v,eh,r,iy,793
262_29,eh,r,iy,ix,878
262_30,r,iy,ix,s,1393
262_31,iy,ix,s,epi,585
262_32,ix,s,epi,w,1322
262_33,s,epi,w,ey,3513
262_34,epi,w,ey,z,2035
263_0,sil,sil,sil,ae,1610
263_1,sil,sil,ae,s,2000
263_2,sil,ae,s,ah,1938
263_3,ae,s,ah,tcl,260
263_4,s,ah,tcl,ch,1352
263_5,ah,tcl,ch,ih,633
263_6,tcl,ch,ih,q,1185
263_7,ch,ih,q,ae,1447
263_8,ih,q,ae,kcl,485
263_9,q,ae,kcl,k,272
263_10,ae,kcl,k,s,788
263_11,kcl,k,s,eh,1128
263_12,k,s,eh,z,942
263_13,s,eh,z,ix,395
263_14,eh,z,ix,n,844
263_15,z,ix,n,ey,1899
263_16,ix,n,ey,n,314
263_17,n,ey,n,kcl,588
263_18,ey,n,kcl,k,500
263_19,n,kcl,k,axr,874
263_20,kcl,k,axr,f,1596
263_21,k,axr,f,axr,1239
263_22,axr,f,axr,dh,650
263_23,f,axr,dh,ix,381
263_24,axr,dh,ix,pcl,1190
263_25,dh,ix,pcl,p,392
263_26,ix,pcl,p,iy,1374
263_27,pcl,p,iy,pcl,524
263_28,p,iy,pcl,p,630
263_29,iy,pcl,p,el,1250
264_0,sil,sil,sil,dh,335
264_1,sil,sil,dh,iy,1465
264_2,sil,dh,iy,z,896
264_3,dh,iy,z,epi,210
264_4,iy,z,epi,n,560
264_5,z,epi,n,iy,2480
264_6,epi,n,iy,dcl,320
264_7,n,iy,dcl,jh,880
264_8,iy,dcl,jh,ux,1500
264_9,dcl,jh,ux,zh,610
264_10,jh,ux,zh,l,607
264_11,ux,zh,l,iy,1083
264_12,zh,l,iy,k,990
264_13,l,iy,k,ix,308
264_14,iy,k,ix,n,992
264_15,k,ix,n,s,1620
264_16,ix,n,s,axr,1330
264_17,n,s,axr,n,611
264_18,s,axr,n,dh,251
264_19,axr,n,dh,axr,334
264_20,n,dh,axr,r,501
264_21,dh,axr,r,ih,663
264_22,axr,r,ih,dcl,674
264_23,r,ih,dcl,d,262
264_24,ih,dcl,d,ah,1869
264_25,dcl,d,ah,kcl,459
264_26,d,ah,kcl,sh,1186
264_27,ah,kcl,sh,epi,350
264_28,kcl,sh,epi,en,520
264_29,sh,epi,en,ix,660
264_30,epi,en,ix,v,543
264_31,en,ix,v,gcl,887
264_32,ix,v,gcl,g,320
264_33,v,gcl,g,ih,1132
264_34,gcl,g,ih,l,1170
264_35,g,ih,l,en,698
264_36,ih,l,en,s,1420
264_37,l,en,s,ax,610
264_38,en,s,ax,m,864
264_39,s,ax,m,r,753
264_40,ax,m,r,ix,752
264_41,m,r,ix,l,1086
264_42,r,ix,l,iy,1945
264_43,ix,l,iy,f,1510
264_44,l,iy,f,ax,610
264_45,iy,f,ax,v,1291
264_46,f,ax,v,tcl,409
264_47,ax,v,tcl,t,961
264_48,v,tcl,t,eh,1295
264_49,tcl,t,eh,n,1020
264_50,t,eh,n,sh,1496
264_51,eh,n,sh,ix,700
264_52,n,sh,ix,n,794
265_0,sil,sil,sil,dh,832
265_1,sil,sil,dh,ax,627
265_2,sil,dh,ax,pcl,1066
265_3,dh,ax,pcl,p,1044
265_4,ax,pcl,p,r,858
265_5,pcl,p,r,aa,1621
265_6,p,r,aa,bcl,679
265_7,r,aa,bcl,b,146
265_8,aa,bcl,b,l,596
265_9,bcl,b,l,ah,1086
265_10,b,l,ah,m,1158
265_11,l,ah,m,q,868
265_12,ah,m,q,ax,1150
265_13,m,q,ax,v,578
265_14,q,ax,v,s,2172
265_15,ax,v,s,aa,1760
265_16,v,s,aa,l,1045
265_17,s,aa,l,ix,692
265_18,aa,l,ix,dx,561
265_19,l,ix,dx,eh,1629
265_20,ix,dx,eh,er,1825
265_21,dx,eh,er,dx,666
265_22,eh,er,dx,iy,1457
265_23,er,dx,iy,q,852
265_24,dx,iy,q,eh,1216
265_25,iy,q,eh,m,1445
265_26,q,eh,m,axr,1563
265_27,eh,m,axr,r,1211
265_28,m,axr,r,ae,2674
265_29,axr,r,ae,l,1299
265_30,r,ae,l,q,1419
265_31,ae,l,q,ax,624
265_32,l,q,ax,gcl,1130
265_33,q,ax,gcl,g,200
265_34,ax,gcl,g,eh,2293
265_35,gcl,g,eh,n,1051
265_36,g,eh,n,ix,1046
265_37,eh,n,ix,n,1055
265_38,n,ix,n,v,869
265_39,ix,n,v,ao,2710
265_40,n,v,ao,l,1104
265_41,v,ao,l,v,552
265_42,ao,l,v,z,1202
265_43,l,v,z,ax,576
265_44,v,z,ax,kcl,700
265_45,z,ax,kcl,k,1205
265_46,ax,kcl,k,aa,2011
265_47,kcl,k,aa,n,579
265_48,k,aa,n,s,1689
265_49,aa,n,s,ax,1407
265_50,n,s,ax,pcl,1281
265_51,s,ax,pcl,t,345
265_52,ax,pcl,t,q,591
265_53,pcl,t,q,ax,1024
265_54,t,q,ax,v,1682
265_55,q,ax,v,ae,2266
265_56,ax,v,ae,l,710
265_57,v,ae,l,y,935
265_58,ae,l,y,ux,2047
265_59,l,y,ux,z,2260
266_0,sil,sil,sil,dh,795
266_1,sil,sil,dh,ax,390
266_2,sil,dh,ax,pcl,960
266_3,dh,ax,pcl,p,848
266_4,ax,pcl,p,aa,1872
266_5,pcl,p,aa,pcl,843
266_6,p,aa,pcl,p,836
266_7,aa,pcl,p,ix,395
266_8,pcl,p,ix,l,1150
266_9,p,ix,l,ey,2096
266_10,ix,l,ey,sh,1610
266_11,l,ey,sh,ix,764
266_12,ey,sh,ix,n,1212
266_13,sh,ix,n,kcl,864
266_14,ix,n,kcl,k,670
266_15,n,kcl,k,ix,680
266_16,kcl,k,ix,n,1200
266_17,k,ix,n,dh,240
266_18,ix,n,dh,eh,1466
266_19,n,dh,eh,r,774
266_20,dh,eh,r,bcl,1256
266_21,eh,r,bcl,b,225
266_22,r,bcl,b,ay,2400
266_23,bcl,b,ay,r,878
266_24,b,ay,r,uw,1001
266_25,ay,r,uw,pcl,1780
266_26,r,uw,pcl,p,895
266_27,uw,pcl,p,l,471
266_28,pcl,p,l,eh,894
266_29,p,l,eh,n,891
266_30,l,eh,n,ix,609
266_31,eh,n,ix,sh,1300
266_32,n,ix,sh,ix,1220
266_33,ix,sh,ix,s,1730
266_34,sh,ix,s,eh,1436
266_35,ix,s,eh,l,694
266_36,s,eh,l,f,1200
266_37,eh,l,f,ix,780
266_38,l,f,ix,n,740
266_39,f,ix,n,ae,1800
266_40,ix,n,ae,kcl,600
266_41,n,ae,kcl,sh,1372
266_42,ae,kcl,sh,ux,1128
266_43,kcl,sh,ux,gcl,782
266_44,sh,ux,gcl,r,597
266_45,ux,gcl,r,ow,1081
266_46,gcl,r,ow,l,1300
266_47,r,ow,l,aa,1313
266_48,ow,l,aa,r,859
266_49,l,aa,r,dcl,658
266_50,aa,r,dcl,jh,540
266_51,r,dcl,jh,axr,930
267_0,sil,sil,sil,b,238
267_1,sil,sil,b,ah,909
267_2,sil,b,ah,tcl,577
267_3,b,ah,tcl,dh,756
267_4,ah,tcl,dh,iy,1081
267_5,tcl,dh,iy,ix,759
267_6,dh,iy,ix,f,1090
267_7,iy,ix,f,axr,569
267_8,ix,f,axr,m,1192
267_9,f,axr,m,ey,1918
267_10,axr,m,ey,sh,1447
267_11,m,ey,sh,en,724
267_12,ey,sh,en,ah,1540
267_13,sh,en,ah,n,563
267_14,en,ah,n,dh,277
267_15,ah,n,dh,ah,812
267_16,n,dh,ah,dcl,698
267_17,dh,ah,dcl,d,199
267_18,ah,dcl,d,ay,1451
267_19,dcl,d,ay,n,800
267_20,d,ay,n,ae,2003
267_21,ay,n,ae,m,971
267_22,n,ae,m,ih,711
267_23,ae,m,ih,kcl,274
267_24,m,ih,kcl,s,1129
267_25,ih,kcl,s,ix,660
267_26,kcl,s,ix,v,531
267_27,s,ix,v,pcl,1171
267_28,ix,v,pcl,p,559
267_29,v,pcl,p,aa,1623
267_30,pcl,p,aa,pcl,737
267_31,p,aa,pcl,p,173
267_32,aa,pcl,p,y,538
267_33,pcl,p,y,ix,589
267_34,p,y,ix,l,903
267_35,y,ix,l,ey,1970
267_36,ix,l,ey,sh,1318
267_37,l,ey,sh,ix,420
267_38,ey,sh,ix,n,665
267_39,sh,ix,n,w,599
267_40,ix,n,w,ax,587
267_41,n,w,ax,z,961
267_42,w,ax,z,ao,2358
267_43,ax,z,ao,f,1080
267_44,z,ao,f,en,1172
267_45,ao,f,en,kcl,1134
267_46,f,en,kcl,k,1090
267_47,en,kcl,k,w,767
267_48,kcl,k,w,ay,1387
267_49,k,w,ay,tcl,362
267_50,w,ay,tcl,m,757
267_51,ay,tcl,m,ix,563
267_52,tcl,m,ix,s,1752
267_53,m,ix,s,l,442
267_54,ix,s,l,iy,1371
267_55,s,l,iy,dx,493
267_56,l,iy,dx,ix,615
267_57,iy,dx,ix,ng,897
268_0,sil,sil,sil,q,416
268_1,sil,sil,q,ao,772
268_2,sil,q,ao,r,543
268_3,q,ao,r,hv,915
268_4,ao,r,hv,aw,2120
268_5,r,hv,aw,dx,400
268_6,hv,aw,dx,ax,408
268_7,aw,dx,ax,w,1907
268_8,dx,ax,w,iy,1351
268_9,ax,w,iy,ih,1254
268_10,w,iy,ih,n,835
268_11,iy,ih,n,r,1128
268_12,ih,n,r,ih,1462
268_13,n,r,ih,tcl,585
268_14,r,ih,tcl,ch,1060
268_15,ih,tcl,ch,aa,2408
268_16,tcl,ch,aa,r,1211
268_17,ch,aa,r,ao,1880
268_18,aa,r,ao,r,1211
268_19,r,ao,r,eh,900
268_20,ao,r,eh,dx,320
268_21,r,eh,dx,iy,1280
268_22,eh,dx,iy,f,1803
268_23,dx,iy,f,ay,4011
268_24,iy,f,ay,n,947
268_25,f,ay,n,m,807
268_26,ay,n,m,eh,1838
268_27,n,m,eh,r,2089
268_28,m,eh,r,ix,905
268_29,eh,r,ix,dcl,860
268_30,r,ix,dcl,jh,1600
269_0,sil,sil,sil,q,669
269_1,sil,sil,q,aa,1535
269_2,sil,q,aa,r,1014
269_3,q,aa,r,kcl,820
269_4,aa,r,kcl,k,1280
269_5,r,kcl,k,ae,2020
269_6,kcl,k,ae,m,240
269_7,k,ae,m,pcl,1160
269_8,ae,m,pcl,p,470
269_9,m,pcl,p,ax,1060
269_10,pcl,p,ax,s,2098
269_11,p,ax,s,pau,2332
269_12,ax,s,pau,ax,880
269_13,s,pau,ax,n,760
269_14,pau,ax,n,f,2130
269_15,ax,n,f,ao,1219
269_16,n,f,ao,r,611
269_17,f,ao,r,tcl,360
269_18,ao,r,tcl,ch,1380
269_19,r,tcl,ch,ah,1064
269_20,tcl,ch,ah,n,596
269_21,ch,ah,n,q,825
269_22,ah,n,q,l,845
269_23,n,q,l,iy,1690
269_24,q,l,iy,pau,4840
269_25,l,iy,pau,q,604
269_26,iy,pau,q,ow,2172
269_27,pau,q,ow,n,1044
269_28,q,ow,n,z,1421
269_29,ow,n,z,n,839
269_30,n,z,n,ow,1720
269_31,z,n,ow,f,2090
269_32,n,ow,f,ih,1963
269_33,ow,f,ih,l,982
269_34,f,ih,l,m,1378
269_35,ih,l,m,s,1857
270_0,sil,sil,sil,dh,280
270_1,sil,sil,dh,ih,999
270_2,sil,dh,ih,bcl,1121
270_3,dh,ih,bcl,b,231
270_4,ih,bcl,b,ae,2329
270_5,bcl,b,ae,dx,400
270_6,b,ae,dx,er,1556
270_7,ae,dx,er,iy,1207
270_8,dx,er,iy,m,1493
270_9,er,iy,m,iy,1441
270_10,iy,m,iy,dx,584
270_11,m,iy,dx,iy,1337
270_12,iy,dx,iy,ix,742
270_13,dx,iy,ix,n,1353
270_14,iy,ix,n,gcl,862
270_15,ix,n,gcl,g,517
270_16,n,gcl,g,r,1372
270_17,gcl,g,r,ey,1882
270_18,g,r,ey,dx,548
270_19,r,ey,dx,iy,786
270_20,ey,dx,iy,kcl,810
270_21,dx,iy,kcl,k,1190
270_22,iy,kcl,k,w,453
270_23,kcl,k,w,ix,907
270_24,k,w,ix,v,1125
270_25,w,ix,v,ax,320
270_26,ix,v,ax,l,1003
270_27,v,ax,l,ix,792
270_28,ax,l,ix,n,854
270_29,l,ix,n,tcl,986
270_30,ix,n,tcl,pau,1440
270_31,n,tcl,pau,w,982
270_32,tcl,pau,w,ix,585
270_33,pau,w,ix,z,1323
270_34,w,ix,z,y,1393
270_35,ix,z,y,ux,1381
270_36,z,y,ux,z,656
270_37,y,ux,z,dcl,706
270_38,ux,z,dcl,d,444
270_39,z,dcl,d,ih,877
270_40,dcl,d,ih,n,1073
270_41,d,ih,n,dcl,700
270_42,ih,n,dcl,d,230
270_43,n,dcl,d,ae,2490
270_44,dcl,d,ae,dx,480
270_45,d,ae,dx,eh,1933
270_46,ae,dx,eh,n,1086
